filepath,label,source_dataset
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (762).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (763).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (764).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (766).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (767).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (768).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (769).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (770).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (772).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (773).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (774).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (775).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (776).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (777).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (783).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (784).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (789).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (79).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (790).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (792).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (793).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (796).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (799).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (8).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (80).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (800).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (801).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (802).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (803).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (804).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (81).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (810).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (811).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (813).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (816).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (817).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (819).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (82).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (820).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (821).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (822).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (823).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (824).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (825).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (826).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (827).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (828).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (83).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (84).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (85).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (86).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (87).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (88).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (9).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (91).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (92).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (93).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (94).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (97).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (99).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (100).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (101).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (102).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (103).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (105).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (107).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (109).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (11).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (110).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (112).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (113).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (115).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (117).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (118).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (119).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (120).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (121).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (124).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (126).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (127).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (128).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (129).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (132).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (134).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (135).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (136).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (137).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (139).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (14).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (140).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (142).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (145).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (149).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (15).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (150).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (151).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (152).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (153).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (158).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (159).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (162).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (164).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (165).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (166).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (168).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (170).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (171).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (172).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (173).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (174).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (175).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (176).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (177).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (178).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (179).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (180).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (182).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (183).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (184).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (185).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (187).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (188).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (189).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (19).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (191).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (192).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (193).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (196).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (199).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (2).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (20).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (200).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (201).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (202).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (203).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (204).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (205).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (206).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (207).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (208).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (209).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (21).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (212).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (214).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (215).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (216).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (217).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (218).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (219).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (22).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (220).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (221).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (223).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (224).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (225).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (226).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (230).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (231).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (234).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (235).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (236).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (238).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (24).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (240).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (241).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (243).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (244).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (247).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (248).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (249).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (251).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (252).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (253).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (254).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (255).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (256).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (257).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (259).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (26).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (260).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (261).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (262).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (263).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (264).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (267).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (269).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (27).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (270).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (271).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (272).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (273).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (274).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (275).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (276).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (277).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (278).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (279).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (28).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (281).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (282).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (283).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (285).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (287).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (289).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (290).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (292).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (293).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (294).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (295).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (296).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (297).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (298).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (3).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (30).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (301).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (302).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (306).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (307).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (309).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (31).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (310).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (313).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (315).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (316).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (317).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (318).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (32).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (321).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (323).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (324).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (325).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (326).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (327).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (328).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (329).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (33).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (330).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (333).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (334).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (335).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (336).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (337).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (339).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (340).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (341).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (342).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (346).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (347).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (348).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (349).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (35).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (350).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (353).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (354).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (356).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (358).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (359).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (36).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (360).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (361).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (362).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (363).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (365).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (366).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (368).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (369).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (37).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (370).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (371).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (372).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (376).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (377).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (378).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (379).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (380).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (381).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (383).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (384).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (385).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (388).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (39).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (390).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (391).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (392).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (393).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (394).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (395).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (396).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (397).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (398).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (399).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (40).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (401).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (402).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (403).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (404).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (405).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (406).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (407).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (408).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (410).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (413).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (414).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (415).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (417).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (418).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (419).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (42).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (420).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (426).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (427).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (428).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (429).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (430).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (431).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (433).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (435).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (436).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (438).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (439).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (44).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (440).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (441).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (442).jpg,good,mendeley
D:\Tyre_Classification\datasets\processed\good\mendeley_good_good (443).jpg,good,mendeley
